choice,rt,subject,block_type,block_num,trial_in_block,ll_delay,effective_threshold
Choose_LL,0.7228275118664872,0,ValueFocus,3,38,20,0.7468571143636413
Choose_LL,1.5133162074387718,0,ValueFocus,3,39,20,0.7468571143636413
Choose_LL,1.7476909562625054,0,ValueFocus,3,40,20,0.7468571143636413
Choose_LL,0.6895059860164362,0,ValueFocus,3,41,40,0.7468571143636413
Choose_LL,1.6176521822260634,0,ValueFocus,3,42,40,0.7468571143636413
Choose_SS,1.020126996413986,0,ValueFocus,3,43,40,0.7468571143636413
Choose_LL,1.4314101481242827,0,ValueFocus,3,44,40,0.7468571143636413
Choose_SS,0.3535941660754085,0,ValueFocus,3,45,40,0.7468571143636413
Choose_SS,1.8160794318773155,0,ValueFocus,3,46,40,0.7468571143636413
Choose_SS,1.0368865093509803,0,ValueFocus,3,47,40,0.7468571143636413
Choose_SS,1.9208060388051398,0,ValueFocus,3,48,40,0.7468571143636413
Choose_LL,0.470183034211621,0,ValueFocus,3,49,40,0.7468571143636413
Choose_LL,0.5945974405194064,0,ValueFocus,3,50,40,0.7468571143636413
Choose_LL,0.18882414554615962,0,ValueFocus,3,51,60,0.7468571143636413
Choose_SS,1.9115076578362817,0,ValueFocus,3,52,60,0.7468571143636413
Choose_SS,0.4870366665851622,0,ValueFocus,3,53,60,0.7468571143636413
Choose_SS,0.688672206157851,0,ValueFocus,3,54,60,0.7468571143636413
Choose_SS,0.38915039025570797,0,ValueFocus,3,55,60,0.7468571143636413
Choose_SS,1.37198193451086,0,ValueFocus,3,56,60,0.7468571143636413
Choose_SS,1.1505211771988246,0,ValueFocus,3,57,60,0.7468571143636413
Choose_SS,0.70109523222937,0,ValueFocus,3,58,60,0.7468571143636413
Choose_LL,0.8215816459545491,0,ValueFocus,3,59,60,0.7468571143636413
Choose_LL,1.221270399956903,0,ValueFocus,3,60,60,0.7468571143636413
Choose_LL,0.610596682452943,0,CautionFocus,4,1,25,0.8968571143636414
Choose_LL,1.9896934537751791,0,CautionFocus,4,2,25,0.8968571143636414
Choose_SS,1.9016266186873183,0,CautionFocus,4,3,25,0.8968571143636414
Choose_SS,0.9704806398619005,0,CautionFocus,4,4,25,0.8968571143636414
Choose_LL,1.7249557322414493,0,CautionFocus,4,5,25,0.8968571143636414
Choose_SS,1.123814636198234,0,CautionFocus,4,6,25,0.8968571143636414
Choose_LL,0.49304552241286714,0,CautionFocus,4,7,25,0.8968571143636414
Choose_SS,1.6841897892402504,0,CautionFocus,4,8,25,0.8968571143636414
Choose_LL,1.705278537172112,0,CautionFocus,4,9,25,0.8968571143636414
Choose_SS,0.13464114231151386,0,CautionFocus,4,10,25,0.8968571143636414
Choose_LL,0.7947326031574935,0,CautionFocus,4,11,25,0.8968571143636414
Choose_LL,0.7207077728711732,0,CautionFocus,4,12,25,0.8968571143636414
Choose_LL,0.10320944149437696,0,CautionFocus,4,13,25,0.8968571143636414
Choose_SS,1.2796208152880022,0,CautionFocus,4,14,25,0.8968571143636414
Choose_SS,1.723239090398933,0,CautionFocus,4,15,25,0.8968571143636414
Choose_SS,1.4097556637260693,0,CautionFocus,4,16,25,0.8968571143636414
Choose_LL,1.435273986565455,0,CautionFocus,4,17,25,0.8968571143636414
Choose_SS,0.13980896279139535,0,CautionFocus,4,18,25,0.8968571143636414
Choose_LL,1.2315783625632526,0,CautionFocus,4,19,25,0.8968571143636414
Choose_LL,1.3345032672286885,0,CautionFocus,4,20,25,0.8968571143636414
Choose_LL,1.4605427234439843,0,CautionFocus,4,21,25,0.8968571143636414
Choose_LL,0.21621243885317215,0,CautionFocus,4,22,25,0.8968571143636414
Choose_LL,1.304534268091384,0,CautionFocus,4,23,25,0.8968571143636414
Choose_SS,1.1004589633897341,0,CautionFocus,4,24,25,0.8968571143636414
Choose_SS,0.2418098266014788,0,CautionFocus,4,25,25,0.8968571143636414
Choose_LL,1.1430534383188704,0,CautionFocus,4,26,25,0.8968571143636414
Choose_SS,1.1008799406464298,0,CautionFocus,4,27,25,0.8968571143636414
Choose_SS,0.42217580770249563,0,CautionFocus,4,28,25,0.8968571143636414
Choose_LL,1.6345317731578333,0,CautionFocus,4,29,25,0.8968571143636414
Choose_SS,1.9426897201892894,0,CautionFocus,4,30,25,0.8968571143636414
Choose_SS,1.6630757479591238,0,ValueFocus,5,1,1,0.7468571143636413
Choose_LL,1.5920868727056539,0,ValueFocus,5,2,1,0.7468571143636413
Choose_SS,1.9827708905262007,0,ValueFocus,5,3,1,0.7468571143636413
Choose_LL,1.2258536409611347,0,ValueFocus,5,4,1,0.7468571143636413
Choose_SS,1.3730650590347033,0,ValueFocus,5,5,1,0.7468571143636413
Choose_SS,0.3133769804833001,0,ValueFocus,5,6,1,0.7468571143636413
Choose_LL,1.4776031703981862,0,ValueFocus,5,7,1,0.7468571143636413
Choose_SS,0.4517888674802667,0,ValueFocus,5,8,1,0.7468571143636413
Choose_LL,0.8794527435002946,0,ValueFocus,5,9,1,0.7468571143636413
Choose_SS,0.17344196288113262,0,ValueFocus,5,10,1,0.7468571143636413
Choose_SS,1.4132048916817574,0,ValueFocus,5,11,5,0.7468571143636413
Choose_SS,1.107859425771487,0,ValueFocus,5,12,5,0.7468571143636413
Choose_LL,0.4837447996547539,0,ValueFocus,5,13,5,0.7468571143636413
Choose_LL,0.3556793869037618,0,ValueFocus,5,14,5,0.7468571143636413
Choose_SS,1.3027899741561082,0,ValueFocus,5,15,5,0.7468571143636413
Choose_SS,1.4630151988736018,0,ValueFocus,5,16,5,0.7468571143636413
Choose_SS,0.7460485911990942,0,ValueFocus,5,17,5,0.7468571143636413
Choose_LL,0.7722046249343094,0,ValueFocus,5,18,5,0.7468571143636413
Choose_SS,1.8792985377721056,0,ValueFocus,5,19,5,0.7468571143636413
Choose_LL,0.97112723485524,0,ValueFocus,5,20,5,0.7468571143636413
Choose_SS,0.3739520779836568,0,ValueFocus,5,21,10,0.7468571143636413
Choose_LL,0.33471998021902694,0,ValueFocus,5,22,10,0.7468571143636413
Choose_SS,0.8625227067666631,0,ValueFocus,5,23,10,0.7468571143636413
Choose_LL,0.3037615890063238,0,ValueFocus,5,24,10,0.7468571143636413
Choose_LL,1.5273593356419508,0,ValueFocus,5,25,10,0.7468571143636413
Choose_SS,0.6896752226420948,0,ValueFocus,5,26,10,0.7468571143636413
Choose_SS,0.37099408968421366,0,ValueFocus,5,27,10,0.7468571143636413
Choose_SS,0.29773985601830744,0,ValueFocus,5,28,10,0.7468571143636413
Choose_LL,1.1466497948934231,0,ValueFocus,5,29,10,0.7468571143636413
Choose_SS,1.7748626656932005,0,ValueFocus,5,30,10,0.7468571143636413
Choose_LL,0.31295576345980036,0,ValueFocus,5,31,20,0.7468571143636413
Choose_LL,0.9925075096445211,0,ValueFocus,5,32,20,0.7468571143636413
Choose_LL,1.0008047021838005,0,ValueFocus,5,33,20,0.7468571143636413
Choose_SS,1.5014583285566308,0,ValueFocus,5,34,20,0.7468571143636413
Choose_SS,1.1831742762902357,0,ValueFocus,5,35,20,0.7468571143636413
Choose_LL,0.9844341937122523,0,ValueFocus,5,36,20,0.7468571143636413
Choose_SS,1.3942023462525586,0,ValueFocus,5,37,20,0.7468571143636413
Choose_LL,0.501632247608142,0,ValueFocus,5,38,20,0.7468571143636413
Choose_SS,0.6112909730648988,0,ValueFocus,5,39,20,0.7468571143636413
Choose_LL,0.9210564317064891,0,ValueFocus,5,40,20,0.7468571143636413
Choose_SS,1.058425034567969,0,ValueFocus,5,41,40,0.7468571143636413
Choose_SS,0.7588449556509771,0,ValueFocus,5,42,40,0.7468571143636413
Choose_LL,0.717811883527881,0,ValueFocus,5,43,40,0.7468571143636413
Choose_SS,1.4843715914531292,0,ValueFocus,5,44,40,0.7468571143636413
Choose_LL,0.5501516810353299,0,ValueFocus,5,45,40,0.7468571143636413
Choose_LL,0.28221236443170783,0,ValueFocus,5,46,40,0.7468571143636413
Choose_LL,0.332339390077104,0,ValueFocus,5,47,40,0.7468571143636413
Choose_SS,1.674365918689132,0,ValueFocus,5,48,40,0.7468571143636413
Choose_SS,0.9743704849284995,0,ValueFocus,5,49,40,0.7468571143636413
Choose_SS,0.7585167352132842,0,ValueFocus,5,50,40,0.7468571143636413
Choose_SS,0.4246926684357005,0,ValueFocus,5,51,60,0.7468571143636413
Choose_SS,0.36819310210676093,0,ValueFocus,5,52,60,0.7468571143636413
Choose_SS,0.2454162546611255,0,ValueFocus,5,53,60,0.7468571143636413
Choose_SS,1.597073690893026,0,ValueFocus,5,54,60,0.7468571143636413
Choose_SS,1.4867667212194753,0,ValueFocus,5,55,60,0.7468571143636413
Choose_SS,1.0153156484154724,0,ValueFocus,5,56,60,0.7468571143636413
Choose_LL,0.7777710035943182,0,ValueFocus,5,57,60,0.7468571143636413
Choose_LL,1.153481760213238,0,ValueFocus,5,58,60,0.7468571143636413
Choose_LL,0.4016210133678799,0,ValueFocus,5,59,60,0.7468571143636413
Choose_LL,0.17046167959072997,0,ValueFocus,5,60,60,0.7468571143636413
Choose_LL,0.7345171770273315,0,SpeedFocus,6,1,25,0.5968571143636413
Choose_LL,1.8072844955988543,0,SpeedFocus,6,2,25,0.5968571143636413
Choose_SS,0.3770634204958394,0,SpeedFocus,6,3,25,0.5968571143636413
Choose_LL,0.6196869598868663,0,SpeedFocus,6,4,25,0.5968571143636413
Choose_SS,0.4656228021822453,0,SpeedFocus,6,5,25,0.5968571143636413
Choose_LL,0.10589033265065344,0,SpeedFocus,6,6,25,0.5968571143636413
Choose_LL,0.2651504520581035,0,SpeedFocus,6,7,25,0.5968571143636413
Choose_SS,1.5891091984514818,0,SpeedFocus,6,8,25,0.5968571143636413
Choose_SS,0.9814589510342828,0,SpeedFocus,6,9,25,0.5968571143636413
Choose_SS,1.32005597244911,0,SpeedFocus,6,10,25,0.5968571143636413
Choose_SS,0.9031354132725962,0,SpeedFocus,6,11,25,0.5968571143636413
Choose_LL,1.643199226086154,0,SpeedFocus,6,12,25,0.5968571143636413
Choose_SS,1.0148176314344335,0,SpeedFocus,6,13,25,0.5968571143636413
Choose_LL,0.5434348716477083,0,SpeedFocus,6,14,25,0.5968571143636413
Choose_SS,1.1079297002831816,0,SpeedFocus,6,15,25,0.5968571143636413
Choose_LL,0.43393674976614816,0,SpeedFocus,6,16,25,0.5968571143636413
Choose_LL,1.5743713924007443,0,SpeedFocus,6,17,25,0.5968571143636413
Choose_SS,0.31211786015065957,0,SpeedFocus,6,18,25,0.5968571143636413
Choose_LL,0.9719060992345715,0,SpeedFocus,6,19,25,0.5968571143636413
Choose_SS,0.3700934694248581,0,SpeedFocus,6,20,25,0.5968571143636413
Choose_LL,1.1348541362867075,0,SpeedFocus,6,21,25,0.5968571143636413
Choose_SS,1.1394478421023135,0,SpeedFocus,6,22,25,0.5968571143636413
Choose_LL,0.9012679210452988,0,SpeedFocus,6,23,25,0.5968571143636413
Choose_LL,1.097991050439905,0,SpeedFocus,6,24,25,0.5968571143636413
Choose_LL,0.8551670286336058,0,SpeedFocus,6,25,25,0.5968571143636413
Choose_LL,1.1971959285279081,0,SpeedFocus,6,26,25,0.5968571143636413
Choose_LL,0.5772185556508439,0,SpeedFocus,6,27,25,0.5968571143636413
Choose_LL,1.4124025349550973,0,SpeedFocus,6,28,25,0.5968571143636413
Choose_SS,1.1180011717461422,0,SpeedFocus,6,29,25,0.5968571143636413
Choose_LL,0.4119772956823524,0,SpeedFocus,6,30,25,0.5968571143636413
Choose_LL,1.8621685634683125,0,ValueFocus,7,1,1,0.7468571143636413
Choose_LL,0.6236027298590069,0,ValueFocus,7,2,1,0.7468571143636413
Choose_LL,0.6815021786749706,0,ValueFocus,7,3,1,0.7468571143636413
Choose_LL,1.9452807836391353,0,ValueFocus,7,4,1,0.7468571143636413
Choose_LL,1.6464804101578407,0,ValueFocus,7,5,1,0.7468571143636413
Choose_LL,0.6618870074504978,0,ValueFocus,7,6,1,0.7468571143636413
Choose_LL,0.6766080872398126,0,ValueFocus,7,7,1,0.7468571143636413
Choose_LL,1.475885820754528,0,ValueFocus,7,8,1,0.7468571143636413
Choose_LL,1.1348118112217442,0,ValueFocus,7,9,1,0.7468571143636413
Choose_SS,1.497496810139267,0,ValueFocus,7,10,1,0.7468571143636413
Choose_SS,0.8995887488996983,0,ValueFocus,7,11,5,0.7468571143636413
Choose_SS,1.0083381440887975,0,ValueFocus,7,12,5,0.7468571143636413
Choose_LL,0.19020012716606913,0,ValueFocus,7,13,5,0.7468571143636413
Choose_SS,0.12816109788585636,0,ValueFocus,7,14,5,0.7468571143636413
Choose_LL,0.5949682820322282,0,ValueFocus,7,15,5,0.7468571143636413
Choose_LL,0.32752759163055495,0,ValueFocus,7,16,5,0.7468571143636413
Choose_SS,1.874931702063541,0,ValueFocus,7,17,5,0.7468571143636413
Choose_LL,1.3371884906277118,0,ValueFocus,7,18,5,0.7468571143636413
Choose_LL,0.8685000945274073,0,ValueFocus,7,19,5,0.7468571143636413
Choose_LL,0.7821328026196743,0,ValueFocus,7,20,5,0.7468571143636413
Choose_LL,0.5045229923029945,0,ValueFocus,7,21,10,0.7468571143636413
Choose_SS,1.266437826257571,0,ValueFocus,7,22,10,0.7468571143636413
Choose_SS,1.9528195642869577,0,ValueFocus,7,23,10,0.7468571143636413
Choose_SS,1.8290363786592563,0,ValueFocus,7,24,10,0.7468571143636413
Choose_SS,1.1126863382580499,0,ValueFocus,7,25,10,0.7468571143636413
Choose_SS,0.7941610977263052,0,ValueFocus,7,26,10,0.7468571143636413
Choose_LL,1.4343374325392102,0,ValueFocus,7,27,10,0.7468571143636413
Choose_SS,0.5331189288703274,0,ValueFocus,7,28,10,0.7468571143636413
Choose_SS,0.6656348568630118,0,ValueFocus,7,29,10,0.7468571143636413
Choose_SS,1.142173303058786,0,ValueFocus,7,30,10,0.7468571143636413
Choose_SS,0.8627054269589356,0,ValueFocus,7,31,20,0.7468571143636413
Choose_SS,1.0581823582149896,0,ValueFocus,7,32,20,0.7468571143636413
Choose_LL,0.6892533179707059,0,ValueFocus,7,33,20,0.7468571143636413
Choose_LL,1.4598075563637234,0,ValueFocus,7,34,20,0.7468571143636413
Choose_LL,0.2571934464037324,0,ValueFocus,7,35,20,0.7468571143636413
Choose_SS,0.30929774360867074,0,ValueFocus,7,36,20,0.7468571143636413
Choose_SS,0.823978390380408,0,ValueFocus,7,37,20,0.7468571143636413
Choose_SS,0.8975094868504239,0,ValueFocus,7,38,20,0.7468571143636413
Choose_SS,1.9971214098946448,0,ValueFocus,7,39,20,0.7468571143636413
Choose_SS,0.14158796975953042,0,ValueFocus,7,40,20,0.7468571143636413
Choose_SS,1.24497204229983,0,ValueFocus,7,41,40,0.7468571143636413
Choose_LL,0.9595672751777813,0,ValueFocus,7,42,40,0.7468571143636413
Choose_SS,0.5279152487762837,0,ValueFocus,7,43,40,0.7468571143636413
Choose_SS,1.6270580964162484,0,ValueFocus,7,44,40,0.7468571143636413
Choose_SS,1.9327055329531748,0,ValueFocus,7,45,40,0.7468571143636413
Choose_SS,1.0241841044119124,0,ValueFocus,7,46,40,0.7468571143636413
Choose_SS,1.8684017466141483,0,ValueFocus,7,47,40,0.7468571143636413
Choose_SS,0.5369472510908502,0,ValueFocus,7,48,40,0.7468571143636413
Choose_SS,1.4807242616788243,0,ValueFocus,7,49,40,0.7468571143636413
Choose_LL,0.10593224216189893,0,ValueFocus,7,50,40,0.7468571143636413
Choose_LL,0.632728036999629,0,ValueFocus,7,51,60,0.7468571143636413
Choose_LL,1.479617943640743,0,ValueFocus,7,52,60,0.7468571143636413
Choose_LL,0.5903423611582377,0,ValueFocus,7,53,60,0.7468571143636413
Choose_SS,0.7982204148831058,0,ValueFocus,7,54,60,0.7468571143636413
Choose_LL,1.287728471582064,0,ValueFocus,7,55,60,0.7468571143636413
Choose_LL,1.0978957307184583,0,ValueFocus,7,56,60,0.7468571143636413
Choose_LL,0.6958107353399354,0,ValueFocus,7,57,60,0.7468571143636413
Choose_LL,0.12076899240850236,0,ValueFocus,7,58,60,0.7468571143636413
Choose_LL,0.6276111064221931,0,ValueFocus,7,59,60,0.7468571143636413
Choose_SS,0.9307749836832869,0,ValueFocus,7,60,60,0.7468571143636413
Choose_SS,1.7153050554542058,0,CautionFocus,8,1,25,0.8968571143636414
Choose_LL,1.0929799891208545,0,CautionFocus,8,2,25,0.8968571143636414
Choose_SS,1.792140370629386,0,CautionFocus,8,3,25,0.8968571143636414
Choose_LL,0.4670086246995635,0,CautionFocus,8,4,25,0.8968571143636414
Choose_SS,1.7217885474383126,0,CautionFocus,8,5,25,0.8968571143636414
Choose_LL,0.906539052733433,0,CautionFocus,8,6,25,0.8968571143636414
Choose_LL,0.27276931520726255,0,CautionFocus,8,7,25,0.8968571143636414
Choose_LL,0.49158084659426526,0,CautionFocus,8,8,25,0.8968571143636414
Choose_LL,0.539123256224286,0,CautionFocus,8,9,25,0.8968571143636414
Choose_SS,1.4481981568509816,0,CautionFocus,8,10,25,0.8968571143636414
Choose_LL,0.331765354149425,0,CautionFocus,8,11,25,0.8968571143636414
Choose_LL,0.6596327629071141,0,CautionFocus,8,12,25,0.8968571143636414
Choose_LL,1.2543727718021311,0,CautionFocus,8,13,25,0.8968571143636414
Choose_SS,0.49392290477571144,0,CautionFocus,8,14,25,0.8968571143636414
Choose_LL,0.4196149253874569,0,CautionFocus,8,15,25,0.8968571143636414
Choose_LL,0.40701726223834467,0,CautionFocus,8,16,25,0.8968571143636414
Choose_LL,0.5470561490877186,0,CautionFocus,8,17,25,0.8968571143636414
Choose_LL,0.2563895117917162,0,CautionFocus,8,18,25,0.8968571143636414
