subject,trial,ll_delay,choice,v_ll,v_ss
3.0,18,1,Choose_LL,9.464128964115318,5
3.0,19,5,Choose_LL,7.793586134133481,5
3.0,20,1,Choose_SS,9.464128964115318,5
3.0,21,1,Choose_LL,9.464128964115318,5
3.0,22,50,Choose_SS,2.6102411313045524,5
3.0,23,50,Choose_SS,2.6102411313045524,5
3.0,24,20,Choose_SS,4.689495659813482,5
3.0,25,5,Choose_LL,7.793586134133481,5
3.0,26,50,Choose_SS,2.6102411313045524,5
3.0,27,5,Choose_LL,7.793586134133481,5
3.0,28,10,Choose_LL,6.384828680868443,5
3.0,29,50,Choose_SS,2.6102411313045524,5
3.0,30,10,Choose_LL,6.384828680868443,5
3.0,31,20,Choose_SS,4.689495659813482,5
3.0,32,10,Choose_LL,6.384828680868443,5
3.0,33,5,Choose_LL,7.793586134133481,5
3.0,34,50,Choose_SS,2.6102411313045524,5
3.0,35,50,Choose_SS,2.6102411313045524,5
3.0,36,10,Choose_LL,6.384828680868443,5
3.0,37,1,Choose_LL,9.464128964115318,5
3.0,38,5,Choose_SS,7.793586134133481,5
3.0,39,20,Choose_LL,4.689495659813482,5
3.0,40,50,Choose_SS,2.6102411313045524,5
3.0,41,50,Choose_SS,2.6102411313045524,5
3.0,42,50,Choose_SS,2.6102411313045524,5
3.0,43,5,Choose_LL,7.793586134133481,5
3.0,44,10,Choose_LL,6.384828680868443,5
3.0,45,50,Choose_SS,2.6102411313045524,5
3.0,46,10,Choose_LL,6.384828680868443,5
3.0,47,1,Choose_LL,9.464128964115318,5
3.0,48,10,Choose_LL,6.384828680868443,5
3.0,49,20,Choose_SS,4.689495659813482,5
3.0,50,10,Choose_LL,6.384828680868443,5
4.0,1,20,Choose_SS,4.7936400889231265,5
4.0,2,50,Choose_SS,2.691613665948212,5
4.0,3,1,Choose_LL,9.484922527645411,5
4.0,4,20,Choose_SS,4.7936400889231265,5
4.0,5,50,Choose_SS,2.691613665948212,5
4.0,6,50,Choose_SS,2.691613665948212,5
4.0,7,1,Choose_LL,9.484922527645411,5
4.0,8,5,Choose_LL,7.864576129977743,5
4.0,9,10,Choose_LL,6.480676912658445,5
4.0,10,5,Choose_LL,7.864576129977743,5
4.0,11,50,Choose_SS,2.691613665948212,5
4.0,12,50,Choose_SS,2.691613665948212,5
4.0,13,1,Choose_LL,9.484922527645411,5
4.0,14,1,Choose_LL,9.484922527645411,5
4.0,15,5,Choose_LL,7.864576129977743,5
4.0,16,1,Choose_LL,9.484922527645411,5
4.0,17,5,Choose_LL,7.864576129977743,5
4.0,18,10,Choose_LL,6.480676912658445,5
4.0,19,10,Choose_LL,6.480676912658445,5
4.0,20,10,Choose_LL,6.480676912658445,5
4.0,21,50,Choose_SS,2.691613665948212,5
4.0,22,5,Choose_LL,7.864576129977743,5
4.0,23,20,Choose_SS,4.7936400889231265,5
4.0,24,1,Choose_LL,9.484922527645411,5
4.0,25,5,Choose_LL,7.864576129977743,5
4.0,26,5,Choose_LL,7.864576129977743,5
4.0,27,50,Choose_SS,2.691613665948212,5
4.0,28,20,Choose_SS,4.7936400889231265,5
4.0,29,5,Choose_LL,7.864576129977743,5
4.0,30,10,Choose_LL,6.480676912658445,5
4.0,31,5,Choose_LL,7.864576129977743,5
4.0,32,10,Choose_LL,6.480676912658445,5
4.0,33,10,Choose_LL,6.480676912658445,5
4.0,34,5,Choose_LL,7.864576129977743,5
4.0,35,5,Choose_LL,7.864576129977743,5
4.0,36,1,Choose_LL,9.484922527645411,5
4.0,37,50,Choose_SS,2.691613665948212,5
4.0,38,1,Choose_LL,9.484922527645411,5
4.0,39,5,Choose_LL,7.864576129977743,5
4.0,40,50,Choose_SS,2.691613665948212,5
4.0,41,20,Choose_SS,4.7936400889231265,5
4.0,42,50,Choose_SS,2.691613665948212,5
4.0,43,1,Choose_LL,9.484922527645411,5
4.0,44,5,Choose_LL,7.864576129977743,5
4.0,45,1,Choose_LL,9.484922527645411,5
4.0,46,20,Choose_SS,4.7936400889231265,5
4.0,47,5,Choose_LL,7.864576129977743,5
4.0,48,10,Choose_LL,6.480676912658445,5
4.0,49,20,Choose_SS,4.7936400889231265,5
4.0,50,50,Choose_SS,2.691613665948212,5
5.0,1,10,Choose_LL,7.321432764434454,5
5.0,2,5,Choose_LL,8.453611042462168,5
5.0,3,20,Choose_LL,5.77465310425344,5
5.0,4,20,Choose_LL,5.77465310425344,5
5.0,5,20,Choose_LL,5.77465310425344,5
5.0,6,1,Choose_LL,9.647059551516119,5
5.0,7,10,Choose_LL,7.321432764434454,5
5.0,8,20,Choose_LL,5.77465310425344,5
5.0,9,10,Choose_LL,7.321432764434454,5
5.0,10,5,Choose_LL,8.453611042462168,5
5.0,11,1,Choose_LL,9.647059551516119,5
5.0,12,50,Choose_SS,3.5344876446481472,5
5.0,13,20,Choose_LL,5.77465310425344,5
5.0,14,1,Choose_LL,9.647059551516119,5
5.0,15,1,Choose_LL,9.647059551516119,5
5.0,16,1,Choose_LL,9.647059551516119,5
5.0,17,20,Choose_LL,5.77465310425344,5
5.0,18,10,Choose_LL,7.321432764434454,5
5.0,19,5,Choose_LL,8.453611042462168,5
5.0,20,5,Choose_LL,8.453611042462168,5
5.0,21,1,Choose_LL,9.647059551516119,5
5.0,22,20,Choose_LL,5.77465310425344,5
5.0,23,5,Choose_LL,8.453611042462168,5
5.0,24,1,Choose_LL,9.647059551516119,5
5.0,25,1,Choose_SS,9.647059551516119,5
5.0,26,5,Choose_LL,8.453611042462168,5
5.0,27,5,Choose_LL,8.453611042462168,5
5.0,28,20,Choose_LL,5.77465310425344,5
5.0,29,20,Choose_LL,5.77465310425344,5
5.0,30,1,Choose_LL,9.647059551516119,5
5.0,31,10,Choose_LL,7.321432764434454,5
5.0,32,10,Choose_LL,7.321432764434454,5
5.0,33,50,Choose_SS,3.5344876446481472,5
5.0,34,10,Choose_LL,7.321432764434454,5
5.0,35,5,Choose_LL,8.453611042462168,5
5.0,36,20,Choose_LL,5.77465310425344,5
5.0,37,10,Choose_LL,7.321432764434454,5
5.0,38,50,Choose_SS,3.5344876446481472,5
5.0,39,1,Choose_LL,9.647059551516119,5
5.0,40,5,Choose_LL,8.453611042462168,5
5.0,41,1,Choose_LL,9.647059551516119,5
5.0,42,5,Choose_LL,8.453611042462168,5
5.0,43,50,Choose_SS,3.5344876446481472,5
5.0,44,1,Choose_LL,9.647059551516119,5
5.0,45,10,Choose_LL,7.321432764434454,5
5.0,46,20,Choose_LL,5.77465310425344,5
5.0,47,10,Choose_LL,7.321432764434454,5
5.0,48,5,Choose_LL,8.453611042462168,5
5.0,49,5,Choose_LL,8.453611042462168,5
5.0,50,50,Choose_SS,3.5344876446481472,5
6.0,1,5,Choose_LL,6.683101493345107,5
6.0,2,20,Choose_SS,3.3498087756676553,5
6.0,3,1,Choose_LL,9.097010277775267,5
6.0,4,20,Choose_SS,3.3498087756676553,5
6.0,5,50,Choose_SS,1.6769765576266669,5
6.0,6,20,Choose_SS,3.3498087756676553,5
6.0,7,1,Choose_LL,9.097010277775267,5
6.0,8,20,Choose_SS,3.3498087756676553,5
6.0,9,20,Choose_SS,3.3498087756676553,5
6.0,10,50,Choose_SS,1.6769765576266669,5
6.0,11,20,Choose_SS,3.3498087756676553,5
6.0,12,5,Choose_LL,6.683101493345107,5
6.0,13,1,Choose_LL,9.097010277775267,5
6.0,14,1,Choose_SS,9.097010277775267,5
6.0,15,5,Choose_LL,6.683101493345107,5
6.0,16,1,Choose_LL,9.097010277775267,5
6.0,17,1,Choose_LL,9.097010277775267,5
6.0,18,10,Choose_SS,5.018511998124294,5
6.0,19,5,Choose_LL,6.683101493345107,5
6.0,20,5,Choose_LL,6.683101493345107,5
6.0,21,5,Choose_LL,6.683101493345107,5
6.0,22,20,Choose_LL,3.3498087756676553,5
6.0,23,5,Choose_LL,6.683101493345107,5
6.0,24,10,Choose_SS,5.018511998124294,5
6.0,25,5,Choose_LL,6.683101493345107,5
6.0,26,50,Choose_SS,1.6769765576266669,5
6.0,27,50,Choose_SS,1.6769765576266669,5
6.0,28,5,Choose_LL,6.683101493345107,5
6.0,29,10,Choose_SS,5.018511998124294,5
6.0,30,20,Choose_SS,3.3498087756676553,5
6.0,31,5,Choose_LL,6.683101493345107,5
6.0,32,1,Choose_SS,9.097010277775267,5
6.0,33,1,Choose_LL,9.097010277775267,5
6.0,34,50,Choose_LL,1.6769765576266669,5
6.0,35,20,Choose_SS,3.3498087756676553,5
6.0,36,20,Choose_SS,3.3498087756676553,5
6.0,37,10,Choose_SS,5.018511998124294,5
6.0,38,1,Choose_LL,9.097010277775267,5
6.0,39,50,Choose_SS,1.6769765576266669,5
6.0,40,1,Choose_SS,9.097010277775267,5
6.0,41,10,Choose_SS,5.018511998124294,5
6.0,42,10,Choose_SS,5.018511998124294,5
6.0,43,10,Choose_SS,5.018511998124294,5
6.0,44,5,Choose_SS,6.683101493345107,5
6.0,45,50,Choose_SS,1.6769765576266669,5
6.0,46,20,Choose_SS,3.3498087756676553,5
6.0,47,50,Choose_SS,1.6769765576266669,5
6.0,48,20,Choose_SS,3.3498087756676553,5
6.0,49,5,Choose_LL,6.683101493345107,5
6.0,50,50,Choose_SS,1.6769765576266669,5
7.0,1,10,Choose_LL,6.026894375142424,5
7.0,2,50,Choose_SS,2.3276672452239766,5
7.0,3,50,Choose_SS,2.3276672452239766,5
7.0,4,50,Choose_SS,2.3276672452239766,5
7.0,5,50,Choose_SS,2.3276672452239766,5
7.0,6,5,Choose_LL,7.520975972101103,5
7.0,7,10,Choose_LL,6.026894375142424,5
7.0,8,20,Choose_SS,4.313210346324749,5
7.0,9,1,Choose_LL,9.381541270331198,5
7.0,10,1,Choose_LL,9.381541270331198,5
7.0,11,50,Choose_SS,2.3276672452239766,5
7.0,12,1,Choose_LL,9.381541270331198,5
7.0,13,1,Choose_LL,9.381541270331198,5
7.0,14,50,Choose_SS,2.3276672452239766,5
7.0,15,5,Choose_LL,7.520975972101103,5
7.0,16,10,Choose_SS,6.026894375142424,5
7.0,17,5,Choose_LL,7.520975972101103,5
7.0,18,50,Choose_SS,2.3276672452239766,5
7.0,19,50,Choose_SS,2.3276672452239766,5
7.0,20,10,Choose_LL,6.026894375142424,5
7.0,21,1,Choose_LL,9.381541270331198,5
7.0,22,20,Choose_SS,4.313210346324749,5
7.0,23,10,Choose_LL,6.026894375142424,5
7.0,24,5,Choose_LL,7.520975972101103,5
7.0,25,20,Choose_SS,4.313210346324749,5
7.0,26,20,Choose_SS,4.313210346324749,5
7.0,27,20,Choose_SS,4.313210346324749,5
7.0,28,50,Choose_SS,2.3276672452239766,5
7.0,29,5,Choose_LL,7.520975972101103,5
7.0,30,5,Choose_LL,7.520975972101103,5
7.0,31,10,Choose_LL,6.026894375142424,5
7.0,32,50,Choose_SS,2.3276672452239766,5
7.0,33,20,Choose_SS,4.313210346324749,5
7.0,34,20,Choose_SS,4.313210346324749,5
7.0,35,5,Choose_LL,7.520975972101103,5
7.0,36,20,Choose_SS,4.313210346324749,5
7.0,37,1,Choose_LL,9.381541270331198,5
7.0,38,1,Choose_LL,9.381541270331198,5
7.0,39,10,Choose_LL,6.026894375142424,5
7.0,40,1,Choose_LL,9.381541270331198,5
7.0,41,10,Choose_SS,6.026894375142424,5
7.0,42,1,Choose_SS,9.381541270331198,5
7.0,43,20,Choose_SS,4.313210346324749,5
7.0,44,50,Choose_SS,2.3276672452239766,5
7.0,45,50,Choose_SS,2.3276672452239766,5
7.0,46,50,Choose_SS,2.3276672452239766,5
7.0,47,20,Choose_SS,4.313210346324749,5
7.0,48,5,Choose_LL,7.520975972101103,5
7.0,49,5,Choose_LL,7.520975972101103,5
7.0,50,20,Choose_SS,4.313210346324749,5
8.0,1,10,Choose_LL,5.990748570689234,5
8.0,2,1,Choose_LL,9.37273840797485,5
8.0,3,10,Choose_LL,5.990748570689234,5
8.0,4,5,Choose_LL,7.492768139285452,5
8.0,5,50,Choose_SS,2.300859259988505,5
8.0,6,10,Choose_LL,5.990748570689234,5
8.0,7,5,Choose_LL,7.492768139285452,5
8.0,8,50,Choose_SS,2.300859259988505,5
8.0,9,5,Choose_LL,7.492768139285452,5
8.0,10,5,Choose_LL,7.492768139285452,5
8.0,11,50,Choose_SS,2.300859259988505,5
8.0,12,50,Choose_SS,2.300859259988505,5
8.0,13,50,Choose_SS,2.300859259988505,5
8.0,14,20,Choose_SS,4.276280285865331,5
8.0,15,5,Choose_LL,7.492768139285452,5
8.0,16,5,Choose_LL,7.492768139285452,5
8.0,17,10,Choose_LL,5.990748570689234,5
8.0,18,20,Choose_SS,4.276280285865331,5
8.0,19,5,Choose_LL,7.492768139285452,5
8.0,20,20,Choose_SS,4.276280285865331,5
8.0,21,50,Choose_SS,2.300859259988505,5
8.0,22,1,Choose_LL,9.37273840797485,5
8.0,23,1,Choose_LL,9.37273840797485,5
8.0,24,50,Choose_SS,2.300859259988505,5
8.0,25,50,Choose_SS,2.300859259988505,5
8.0,26,10,Choose_LL,5.990748570689234,5
8.0,27,5,Choose_LL,7.492768139285452,5
8.0,28,20,Choose_SS,4.276280285865331,5
8.0,29,5,Choose_LL,7.492768139285452,5
8.0,30,1,Choose_LL,9.37273840797485,5
8.0,31,50,Choose_SS,2.300859259988505,5
8.0,32,20,Choose_SS,4.276280285865331,5
8.0,33,50,Choose_SS,2.300859259988505,5
8.0,34,50,Choose_SS,2.300859259988505,5
8.0,35,50,Choose_SS,2.300859259988505,5
8.0,36,10,Choose_LL,5.990748570689234,5
8.0,37,1,Choose_LL,9.37273840797485,5
8.0,38,50,Choose_SS,2.300859259988505,5
8.0,39,10,Choose_LL,5.990748570689234,5
8.0,40,1,Choose_LL,9.37273840797485,5
8.0,41,5,Choose_LL,7.492768139285452,5
8.0,42,1,Choose_LL,9.37273840797485,5
8.0,43,10,Choose_LL,5.990748570689234,5
8.0,44,1,Choose_SS,9.37273840797485,5
8.0,45,1,Choose_LL,9.37273840797485,5
8.0,46,5,Choose_LL,7.492768139285452,5
8.0,47,1,Choose_LL,9.37273840797485,5
8.0,48,1,Choose_LL,9.37273840797485,5
8.0,49,20,Choose_SS,4.276280285865331,5
8.0,50,10,Choose_LL,5.990748570689234,5
9.0,1,10,Choose_LL,8.421459672540612,5
9.0,2,10,Choose_LL,8.421459672540612,5
9.0,3,50,Choose_SS,5.162054924308253,5
9.0,4,10,Choose_LL,8.421459672540612,5
9.0,5,50,Choose_SS,5.162054924308253,5
9.0,6,1,Choose_LL,9.816006223611256,5
9.0,7,5,Choose_SS,9.143097042514828,5
9.0,8,20,Choose_LL,7.273334491540769,5
9.0,9,20,Choose_LL,7.273334491540769,5
9.0,10,1,Choose_LL,9.816006223611256,5
9.0,11,1,Choose_LL,9.816006223611256,5
9.0,12,10,Choose_LL,8.421459672540612,5
9.0,13,1,Choose_LL,9.816006223611256,5
9.0,14,20,Choose_LL,7.273334491540769,5
9.0,15,10,Choose_LL,8.421459672540612,5
9.0,16,50,Choose_SS,5.162054924308253,5
9.0,17,50,Choose_SS,5.162054924308253,5
9.0,18,10,Choose_LL,8.421459672540612,5
9.0,19,1,Choose_LL,9.816006223611256,5
9.0,20,1,Choose_LL,9.816006223611256,5
9.0,21,5,Choose_LL,9.143097042514828,5
9.0,22,1,Choose_LL,9.816006223611256,5
9.0,23,5,Choose_LL,9.143097042514828,5
9.0,24,50,Choose_SS,5.162054924308253,5
9.0,25,50,Choose_SS,5.162054924308253,5
9.0,26,10,Choose_LL,8.421459672540612,5
9.0,27,50,Choose_LL,5.162054924308253,5
9.0,28,20,Choose_LL,7.273334491540769,5
9.0,29,50,Choose_SS,5.162054924308253,5
9.0,30,5,Choose_LL,9.143097042514828,5
9.0,31,10,Choose_LL,8.421459672540612,5
9.0,32,5,Choose_LL,9.143097042514828,5
9.0,33,10,Choose_LL,8.421459672540612,5
9.0,34,20,Choose_LL,7.273334491540769,5
9.0,35,20,Choose_LL,7.273334491540769,5
9.0,36,1,Choose_LL,9.816006223611256,5
9.0,37,5,Choose_LL,9.143097042514828,5
9.0,38,5,Choose_LL,9.143097042514828,5
9.0,39,1,Choose_LL,9.816006223611256,5
9.0,40,10,Choose_LL,8.421459672540612,5
9.0,41,50,Choose_SS,5.162054924308253,5
9.0,42,1,Choose_LL,9.816006223611256,5
9.0,43,10,Choose_LL,8.421459672540612,5
9.0,44,50,Choose_SS,5.162054924308253,5
9.0,45,1,Choose_LL,9.816006223611256,5
9.0,46,1,Choose_LL,9.816006223611256,5
9.0,47,1,Choose_LL,9.816006223611256,5
9.0,48,1,Choose_LL,9.816006223611256,5
9.0,49,1,Choose_LL,9.816006223611256,5
9.0,50,20,Choose_LL,7.273334491540769,5
10.0,1,50,Choose_SS,2.2709901225925613,5
10.0,2,50,Choose_SS,2.2709901225925613,5
10.0,3,1,Choose_LL,9.362705767527773,5
10.0,4,10,Choose_LL,5.949996919503427,5
10.0,5,10,Choose_LL,5.949996919503427,5
10.0,6,5,Choose_LL,7.460812625271238,5
10.0,7,50,Choose_SS,2.2709901225925613,5
10.0,8,50,Choose_SS,2.2709901225925613,5
10.0,9,50,Choose_SS,2.2709901225925613,5
10.0,10,1,Choose_LL,9.362705767527773,5
10.0,11,10,Choose_LL,5.949996919503427,5
10.0,12,20,Choose_SS,4.234872323809579,5
10.0,13,10,Choose_LL,5.949996919503427,5
10.0,14,10,Choose_LL,5.949996919503427,5
10.0,15,20,Choose_SS,4.234872323809579,5
10.0,16,20,Choose_SS,4.234872323809579,5
10.0,17,20,Choose_SS,4.234872323809579,5
10.0,18,50,Choose_LL,2.2709901225925613,5
10.0,19,5,Choose_LL,7.460812625271238,5
10.0,20,1,Choose_LL,9.362705767527773,5
10.0,21,50,Choose_SS,2.2709901225925613,5
10.0,22,10,Choose_LL,5.949996919503427,5
10.0,23,10,Choose_LL,5.949996919503427,5
10.0,24,20,Choose_SS,4.234872323809579,5
10.0,25,50,Choose_SS,2.2709901225925613,5
10.0,26,20,Choose_SS,4.234872323809579,5
10.0,27,1,Choose_LL,9.362705767527773,5
10.0,28,20,Choose_SS,4.234872323809579,5
10.0,29,1,Choose_LL,9.362705767527773,5
10.0,30,10,Choose_LL,5.949996919503427,5
10.0,31,20,Choose_SS,4.234872323809579,5
10.0,32,50,Choose_SS,2.2709901225925613,5
10.0,33,50,Choose_SS,2.2709901225925613,5
10.0,34,10,Choose_LL,5.949996919503427,5
10.0,35,20,Choose_SS,4.234872323809579,5
10.0,36,50,Choose_SS,2.2709901225925613,5
10.0,37,10,Choose_LL,5.949996919503427,5
10.0,38,5,Choose_SS,7.460812625271238,5
10.0,39,5,Choose_LL,7.460812625271238,5
10.0,40,10,Choose_LL,5.949996919503427,5
10.0,41,10,Choose_SS,5.949996919503427,5
10.0,42,20,Choose_SS,4.234872323809579,5
10.0,43,50,Choose_SS,2.2709901225925613,5
10.0,44,20,Choose_LL,4.234872323809579,5
10.0,45,50,Choose_SS,2.2709901225925613,5
10.0,46,5,Choose_LL,7.460812625271238,5
10.0,47,10,Choose_LL,5.949996919503427,5
10.0,48,50,Choose_SS,2.2709901225925613,5
10.0,49,50,Choose_SS,2.2709901225925613,5
10.0,50,50,Choose_SS,2.2709901225925613,5
11.0,1,5,Choose_LL,7.155219904013417,5
11.0,2,50,Choose_SS,2.0097226949842013,5
11.0,3,20,Choose_SS,3.8605204139159883,5
