serotonin_level,salience_lie,salience_truth,choice,rt,raa_cycles,threshold,norms,final_evidence
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.3594922045603506, 'action_truth': 1.8889299791614547}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.3083914125684508, 'action_truth': 1.8930267555079947}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.1228084260672886, 'action_truth': 0.6120891838010213}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.3490240437983574, 'action_truth': 1.5630981908700246}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.277994340364553, 'action_truth': 2.0374054734093154}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.7246131538626592, 'action_truth': 1.3684912367184208}"
0.0,0.1,0.1,action_lie,1.9600000000000015,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.8478285719037788, 'action_truth': 1.8747343944701926}"
0.0,0.1,0.1,action_lie,1.8300000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.9419940592070164, 'action_truth': 1.5179124837636904}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.129074202119594, 'action_truth': 0.8103349953232}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.1367913682969084, 'action_truth': 1.4657055902514318}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.4546767439533943, 'action_truth': 1.361641706379086}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.345927769651244, 'action_truth': 2.005959998110135}"
0.0,0.1,0.1,action_lie,1.8900000000000015,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.0022336449652098, 'action_truth': 0.8034459964460197}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.2889840186097752, 'action_truth': 0.6258866489892421}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.2348601489034647, 'action_truth': 1.5484667070342994}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.0326862886293766, 'action_truth': 0.5935727012529676}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.5154714979307153, 'action_truth': 1.6313927603064688}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.1342711730943973, 'action_truth': 1.4962641213161945}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.2686126073044217, 'action_truth': 1.2863191523481754}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.0728242093327844, 'action_truth': 0.40956856840970207}"
0.0,0.1,0.1,action_lie,1.8300000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.3730191432213357, 'action_truth': 1.1947177997321752}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.792793513101923, 'action_truth': 1.6606996499940214}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.48128982638769396, 'action_truth': 1.3292481376526128}"
0.0,0.1,0.1,action_truth,2.3699999999999934,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.9621984953549824, 'action_truth': 1.0009041436783601}"
0.0,0.1,0.1,action_truth,1.9000000000000015,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.7567549499783113, 'action_truth': 1.0145780516696463}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.6877046202262475, 'action_truth': 1.0985204871226726}"
0.0,0.1,0.1,action_lie,1.8400000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.0048629965041291, 'action_truth': 0.8503966251290183}"
0.0,0.1,0.1,action_lie,1.8800000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.003036571277763, 'action_truth': 0.6440921046137841}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.619950878745067, 'action_truth': 1.1802085539551572}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.0294519365116914, 'action_truth': 0.7887851113726522}"
0.0,0.1,0.1,action_truth,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.9754107504459493, 'action_truth': 1.4041759745406739}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.4676931905578026, 'action_truth': 1.4676094713169778}"
0.0,0.1,0.1,action_lie,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.114306721576623, 'action_truth': 0.37505654015686135}"
0.0,0.1,0.1,action_lie,1.8200000000000014,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.9826777254357828, 'action_truth': 1.1623551880588918}"
0.0,0.1,0.1,action_lie,2.1399999999999983,1,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 1.0076240347246646, 'action_truth': 0.792697571567298}"
0.0,0.1,0.1,action_truth,1.8100000000000014,0,1.0,"{'lie': -0.7, 'truth': 0.7}","{'action_lie': 0.9561292618121193, 'action_truth': 1.0855352600368942}"
